p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,elapsed_sec
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.238029,1895.3625755310059
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4, , , , ,0.397677,1908.4708404541016
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.2580615,1920.136435508728
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.409096,1932.9286165237427
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.3099965,1945.3652012348175
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,64,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,1.073083,1957.6625468730927
 , , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.403169,1970.5931103229523
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.2384305,1982.4254405498505
 , , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.40447299999999997,1995.0849645137787
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.338222,2007.5810086727142
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.303126,2019.8330540657043
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.25221950000000004,2031.2006769180298
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.1932835,2042.6770045757294
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.38622049999999997,2055.1256585121155
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.449623,2067.666877269745
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.354989,2080.2361149787903
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.3199795,2092.6642758846283
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.475431,2105.4922499656677
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.714798,2118.061512708664
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.34105549999999996,2130.4892489910126
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.35350800000000004,2142.960949897766
 , , ,4,80,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.523392,2156.3748700618744
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),1.0400235,2168.7457523345947
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,1.0986965,2180.720134496689
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),1.1513275,2193.40642285347
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),1.1762325,2205.768270254135
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,16,4, , , , ,1.1578525000000002,2218.2405614852905
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.7546,2229.505279302597
 , , ,100,20,8, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,1.0688010000000001,2241.714430809021
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.7158640000000001,2252.780967235565
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,20,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.7820775,2263.954832315445
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,4,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,1.2103635000000001,2278.4976444244385
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.7794165,2291.8180975914
 , , ,4,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.8180895,2304.3726482391357
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,80,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),1.140133,2316.6931054592133
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,2048,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),1.0097415,2328.627025604248
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,100,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.9427115,2340.255753993988
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,4, , , , ,0.31165299999999996,2352.620483636856
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,32,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),1.2369430000000001,2365.173070192337
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.699023,2376.271656036377
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,4,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),1.0108860000000002,2388.64453125
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.6963835,2399.680274248123
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,20,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.5000815000000001,2409.964554309845
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.4664445,2420.329160928726
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.6864159999999999,2431.193963289261
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.44073450000000003,2441.272823572159
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,100,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.5916305,2451.7320189476013
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.6937089999999999,2462.5243208408356
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.278603,2472.161643266678
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,100,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.955651,2483.8573224544525
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.5644819999999999,2494.476890563965
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,64,4, , , , ,0.26954049999999996,2504.2403652668
 , , ,100,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.2596435,2513.6797518730164
 , , ,64,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.277578,2523.253889322281
 , , ,16,100,4, , , , ,0.266856,2532.6920795440674
 , , ,50,100,4, , , , ,0.2936305,2542.0685529708862
 , , ,32,100,4, , , , ,0.2682825,2551.4653091430664
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.565002,2563.608513355255
 , , ,32,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.26410350000000005,2573.1117210388184
 , , ,32,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.2604695,2582.6323070526123
 , , ,100,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.2565855,2592.0406563282013
 , , ,20,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.2556385,2601.4893605709076
 , , ,96,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.2737275,2611.1392080783844
 , , ,96,100,4, , , , ,0.26879549999999997,2620.575854539871
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,1.038503,2632.4509246349335
 , , ,8,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.27530849999999996,2641.989097595215
 , , ,128,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.2875875,2651.651120662689
 , , ,80,100,4, , , , ,0.2546075,2661.0002295970917
 , , ,128,80,4, , , , ,0.278792,2670.7589235305786
 , , ,96,50,4, , , , ,0.3753865,2680.747070789337
 , , ,96,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.282383,2690.5711805820465
 , , ,80,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.269849,2700.1608765125275
 , , ,100,2048,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.27576900000000004,2709.568445444107
 , , ,100,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.27110449999999997,2719.263186454773
 , , ,96,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.286476,2728.863749742508
 , , ,100,4,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.6245445000000001,2740.6329774856567
 , , ,80,100,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.254052,2750.0277602672577
